samsung sgh-r220,三星 sgh-e210,手机 - 三星,网络模式：gsm  ,电池容量：800mah  ,后置摄像：130万像素  ,存储卡：支持microsd(tf)扩展容 ,主屏材质：tft  ,手机昵称：e210  ,外观设计：翻盖  更多参数>>
motorola cc3-41a11
motorola mt3-411f11
sagem my3042
samsung sgh-q200,三星 sgh-e210,手机 - 三星,网络模式：gsm  ,电池容量：800mah  ,后置摄像：130万像素  ,存储卡：支持microsd(tf)扩展容 ,主屏材质：tft  ,手机昵称：e210  ,外观设计：翻盖  更多参数>>
innostream t-0203
samsung sgh-s108,三星 sgh-e918,手机 - 三星,网络模式：gsm  ,后置摄像：30万像素  ,主屏材质：tft  ,曝光日期：2006年11月  ,手机类型：时尚手机  ,外观设计：翻盖  ,主屏分辨：240×320像素 更多参数>>
motorola mc3-41e12
mikom mo4000
benefon esc!
nec db3800
sanyo v-sa702 / sup-700 / v801sa
lg kf600,lg kf600（维纳斯）,手机 - lg,网络模式：gsm  ,主屏尺寸：2英寸  240×320像素 ,电池容量：800mah  ,后置摄像：300万像素  ,存储卡：microsd卡  ,主屏材质：tft  ,传感器类：cmos  更多参数>>
sanmeng m666
siemens c55,西门子 2128(国际型号:c55),手机 - 明基-西门子,网络模式：gsm  ,曝光日期：2002年10月  ,主屏分辨：屏幕大小为101 x 64 象 ,主屏色彩：单色  ,数据业务：wap/gprs  ,支持频段：gsm900/1800mhz  ,机身颜色：火热蜜桃、冰 更多参数>>
mirae mgh-840c
capitel c8028,首信 c8028,手机 - 首信,网络模式：gsm  ,曝光日期：2003年09月  ,外观设计：翻盖  ,主屏分辨：内置振动，可选铃声，和 ,数据业务：gprs；wap  ,支持频段：gsm900/1800mhz  ,机身颜色：内屏260000色 更多参数>>
vkmobile vgt299
g'alif m88 / v800
vitelcom tsm-31
oko 2101 / 2201 / 4201
newgen dragon s320
nokia 3100,诺基亚 3100,手机 - 诺基亚,网络模式：gsm  ,操作系统：symbian os  ,主屏材质：stn  ,曝光日期：2003年07月  ,手机类型：时尚手机  ,外观设计：直板  ,主屏分辨：128×128像素 更多参数>>
philips xenium 9@9++,飞利浦 xenium 9@9i,手机 - 飞利浦,网络模式：gsm  ,后置摄像：130万像素  ,曝光日期：2005年8月  ,手机类型：时尚手机  ,外观设计：翻盖  ,主屏色彩：65k色彩屏  ,副屏参数：oled单色外屏 更多参数>>
samsung sgh-x507,三��/span> sgh-e908,手机 - 三星,网络模式：gsm  ,主屏尺寸：2英寸  240×320像素 ,后置摄像：200万像素  ,存储卡：支持micro sd（t-flash ,主屏材质：tft  ,传感器类：cmos  ,曝光日期：2006年7月  更多参数>>
sharp gx20 / gx21 / gx22 / gx27 / gx20n
haier p5
edinburgh prepay
samsung gt-n7000 / i9220 galaxy note,三星 galaxy note（i9220）,手机 - 三星,网络模式：联通3g（wcdma），联通2 ,网络类型：单卡双模  ,主屏尺寸：5.3英寸  1280x800像素 ,cpu型号：三星 exynos 4210  ,cpu频率：1433mhz  双核 ,电池容量：2500mah  可拆卸式电池 ,后置摄像：800万像素  更多参数>>
samsung sgh-a800,三星 sgh-d608(d600),手机 - 三星,网络模式：gsm  ,后置摄像：200万像素  ,存储卡：transflash存储卡  ,主屏材质：tft  ,曝光日期：2005年11月  ,手机类型：音乐手机；商务手机；时 ,外观设计：滑盖  更多参数>>
nokia e61i,诺基亚 e61i,手机 - 诺基亚,网络模式：gsm，wcdma  ,cpu型号：arm9  ,cpu频率：220mhz  ,电池容量：1320mah  ,后置摄像：200万像素  ,操作系统：symbian os  ,存储卡：microsd卡  更多参数>>
nokia 6070,诺基亚 6070,手机 - 诺基亚,网络模式：gsm  ,后置摄像：30万像素  ,主屏材质：cstn  ,曝光日期：2006年6月  ,手机类型：音乐手机，时尚手机  ,外观设计：直板  ,主屏分辨：128×160像素 更多参数>>
gnine u909
general mobile g444
arima 2201
tcl mobile 3788c,tcl hero n3,手机 - tcl,网络模式：联通3g（wcdma），联通2 ,网络类型：双卡双模  ,主屏尺寸：6英寸  1920x1080像素 ,cpu型号：联发科 mt6589t  ,cpu频率：1536mhz  四核 ,电池容量：3400mah  ,后置摄像：1300万像素  更多参数>>
